timestamp,tweet_id,source,text,retweet_count,favorite_count,dog_stage,name,rating_numerator,rating_denominator,image_folder,image_name,image_number,first_prediction_prediction,first_prediction_confidence,first_prediction_is_a_dog,second_prediction_prediction,second_prediction_confidence,second_prediction_is_a_dog,third_prediction_prediction,third_prediction_confidence,third_prediction_is_a_dog
2017-07-26 00:31:25+00:00,890006608113172480,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,6764,29060,floofer,koda,13,10,media,DFnwSY4WAAAMliS,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True
2017-07-25 16:11:53+00:00,889880896479866881,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,4603,26404,floofer,bruno,13,10,media,DFl99B1WsAITKsg,1,French bulldog,0.377417,True,Labrador retriever,0.151317,True,muzzle,0.0829811,False
2017-07-25 01:55:32+00:00,889665388333682689,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,9229,45509,puppo,puppo that seems to be on the fence about something haha no but seriously someone help her,13,10,media,DFi579UWsAAatzw,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True
2017-07-25 00:10:02+00:00,889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,4142,25635,floofer,ted,12,10,media,DFihzFfXsAYGDPR,1,French bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True
2017-07-24 17:02:04+00:00,889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,2081,14319,puppo,stuart,13,10,media,DFg_2PVW0AEHN3p,1,golden retriever,0.953442,True,Labrador retriever,0.0138341,True,redbone,0.00795775,True
2017-07-24 00:19:32+00:00,889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,4926,23856,floofer,oliver,13,10,ext_tw_video_thumb,889278779352338437,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
2017-07-23 00:22:39+00:00,888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,4153,27576,floofer,jim,12,10,media,DFYRgsOUQAARGhO,1,golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True
2017-07-22 16:56:37+00:00,888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,3925,24229,floofer,zeke,13,10,media,DFWra-3VYAA2piG,1,golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True
2017-07-22 00:23:06+00:00,888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,3220,18721,floofer,ralphus,13,10,media,DFTH_O-UQAACu20,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,malamute,0.111411,True
2017-07-20 16:49:33+00:00,888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,3195,20622,doggo,gerald,12,10,media,DFMWn56WsAAkA7B,1,French bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True
2017-07-19 16:06:48+00:00,887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,4960,28612,floofer,jeffrey,13,10,media,DFHDQBbXgAEqY7t,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
2017-07-19 03:39:09+00:00,887517139158093824,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,10840,43867,floofer,such an honor,14,10,ext_tw_video_thumb,887517108413886465,1,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False
2017-07-19 00:47:34+00:00,887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,16616,65230,floofer,canela,13,10,media,DFDw2tyUQAAAFke,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,beagle,0.0389148,True
2017-07-18 16:08:03+00:00,887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,9642,31883,floofer,-,13,10,ext_tw_video_thumb,887343120832229379,1,Mexican hairless,0.330741,True,sea lion,0.275645,False,Weimaraner,0.134203,True
2017-07-18 00:07:08+00:00,887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,5497,28995,floofer,jubilant antarctic house bear,12,10,media,DE-eAq6UwAA-jaE,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True
2017-07-17 16:17:36+00:00,886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,7092,33153,floofer,maya,13,10,media,DE8yicJW0AAAvBJ,2,Chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False
2017-07-16 23:58:41+00:00,886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",2971,11368,floofer,mingus,13,10,media,DE5Se8FXcAAJFx4,1,kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True
2017-07-16 20:14:00+00:00,886680336477933568,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,4118,21274,floofer,derek,13,10,media,DE4fEDzWAAAyHMM,1,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441727,False
2017-07-15 23:25:31+00:00,886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2921,20024,pupper,roscoe,12,10,media,DE0BTnQUwAApKEH,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True
2017-07-15 16:17:19+00:00,886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,5821,26502,floofer,waffles,13,10,media,DEyfTG4UMAE4aE9,1,pug,0.943575,True,shower cap,0.0252856,False,Siamese cat,0.00284892,False
2017-07-14 22:10:11+00:00,885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,6198,30857,floofer,jimbo,12,10,media,DEumeWWV0AA-Z61,1,Blenheim spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese mountain dog,0.00623915,True
2017-07-13 15:58:47+00:00,885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,5888,34056,floofer,maisey,13,10,media,DEoH3yvXgAAzQtS,1,pug,0.369275,True,Labrador retriever,0.265835,True,kuvasz,0.134697,True
2017-07-12 16:03:00+00:00,885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,4036,20739,floofer,corgi undercover as a malamute,13,10,media,DEi_N9qXYAAgEEw,4,malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True
2017-07-12 00:01:00+00:00,884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",16704,73164,floofer,earl,12,10,media,DEfjEaNXkAAtPlj,1,Italian greyhound,0.259916,True,American Staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True
2017-07-11 20:47:12+00:00,884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,5157,26394,floofer,lola,13,10,media,DEe2tZXXkAAwyX3,1,chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True
2017-07-11 00:00:02+00:00,884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,4339,23006,floofer,kevin,13,10,media,DEaZQkfXUAEC7qB,1,pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True
2017-07-10 15:58:53+00:00,884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",5244,25624,floofer,pup in hat,14,10,media,DEYrIZwWsAA2Wo5,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
2017-07-09 21:29:42+00:00,884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2760,19323,doggo,yogi,12,10,media,DEUtQbzW0AUTv_o,1,German shepherd,0.707046,True,malinois,0.199396,True,Norwegian elkhound,0.0491476,True
2017-07-09 00:00:04+00:00,883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3180,20700,floofer,noah,12,10,media,DEQGFgAXUAAEvfi,1,Doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True
2017-07-08 00:28:19+00:00,883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",9118,43444,floofer,bella,5,10,media,DELC9dZXUAADqUk,1,golden retriever,0.943082,True,Labrador retriever,0.032409,True,kuvasz,0.00550072,True
2017-07-07 16:22:55+00:00,883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3422,21496,floofer,grizzwald,13,10,media,DEJT3FeXoAAtwUy,1,chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True
2017-07-07 00:17:54+00:00,883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",6122,35151,floofer,-,13,10,media,DEF2-_hXoAAs62q,2,golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,kuvasz,0.00247094,True
2017-07-06 15:58:11+00:00,882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,3594,22637,floofer,rusty,13,10,media,DEEEnIqXYAAiJh_,1,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,dingo,0.07341439999999999,False
2017-07-06 00:46:41+00:00,882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,4516,26794,pupper,gus,12,10,media,DEAz_HHXsAA-p_z,1,Labrador retriever,0.85005,True,Chesapeake Bay retriever,0.074257,True,flat-coated retriever,0.015579399999999997,True
2017-07-05 15:48:34+00:00,882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,5606,26503,floofer,stanley,13,10,media,DD-40X3WAAAJPU5,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
2017-07-04 16:01:23+00:00,882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,10700,42506,floofer,alfy,13,10,media,DD5yKdPW0AArzX8,1,golden retriever,0.762211,True,Labrador retriever,0.0989849,True,cocker spaniel,0.0171995,True
2017-07-04 01:18:17+00:00,882045870035918850,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",4519,27777,floofer,koko,13,10,media,DD2oCl2WAAEI_4a,1,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True
2017-07-03 16:04:48+00:00,881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,3131,23051,floofer,rey,12,10,media,DD0pWm9XcAAeSBL,1,Weimaraner,0.291539,True,Chesapeake Bay retriever,0.278966,True,koala,0.12701700000000002,False
2017-07-03 00:11:11+00:00,881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,9865,47974,pupper,gary,13,10,media,DDxPFwbWAAEbVVR,1,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,golden retriever,0.16073900000000002,True
2017-07-02 15:32:16+00:00,881536004380872706,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14741,46860,pupper,-,14,10,ext_tw_video_thumb,881535971568889856,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False
2017-07-01 21:49:04+00:00,881268444196462592,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,4845,21980,floofer,elliot,12,10,media,DDrk-f9WAAI-WQv,1,tusker,0.473303,False,Indian elephant,0.245646,False,ibex,0.0556607,False
2017-06-30 23:47:07+00:00,880935762899988482,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2575,16160,doggo,louis,13,10,media,DDm2Z5aXUAEDS2u,1,street sign,0.251801,False,umbrella,0.115123,False,traffic light,0.0695338,False
2017-06-30 19:35:32+00:00,880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3534,20168,floofer,-,12,10,media,DDl8zzJW0AAisCJ,1,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True
2017-06-29 16:39:47+00:00,880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,5756,27019,floofer,bella,12,10,media,DDgK-J4XUAIEV9W,1,golden retriever,0.913255,True,Labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True
2017-06-29 00:27:25+00:00,880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,3852,25584,floofer,jesse,12,10,media,DDcscbXU0AIfDzs,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
2017-06-28 16:09:20+00:00,880095782870896641,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,4009,26187,floofer,-,11,10,media,DDa6ckbXgAAM1vV,1,miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,beagle,0.106073,True
2017-06-28 00:42:13+00:00,879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3233,21187,floofer,romeo,13,10,media,DDXmPrbWAAEKMvy,3,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True
2017-06-27 00:10:17+00:00,879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,2944,22253,floofer,bailey,12,10,media,DDSVWMvXsAEgmMK,1,German short-haired pointer,0.479896,True,vizsla,0.124353,True,bath towel,0.0733202,False
2017-06-26 19:07:24+00:00,879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,41058,100301,floofer,duddles,13,10,ext_tw_video_thumb,879415784908390401,1,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True
2017-06-26 16:31:08+00:00,879376492567855104,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,2897,15935,floofer,jack aka stephen furry,12,10,media,DDQsQGFV0AAw6u9,1,tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True
2017-06-25 18:56:45+00:00,879050749262655488,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,4322,21380,floofer,steven,11,10,media,DDMD_phXoAQ1qf0,1,tabby,0.311861,False,window screen,0.169123,False,Egyptian cat,0.132932,False
2017-06-25 16:07:47+00:00,879008229531029506,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2479,18007,floofer,beau,13,10,media,DDLdUrqXYAMOVzY,1,vizsla,0.960513,True,miniature pinscher,0.00943065,True,American Staffordshire terrier,0.0087113,True
2017-06-25 00:45:22+00:00,878776093423087618,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,3779,18371,puppo,snoopy,13,10,media,DDIKMXzW0AEibje,2,Italian greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan hound,0.0397246,True
2017-06-23 16:00:04+00:00,878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1192,7332,floofer,shadow,13,10,media,DDBIX9QVYAAohGa,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
2017-06-23 01:10:23+00:00,878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,6284,39913,floofer,emmy,14,10,media,DC98vABUIAA97pz,1,French bulldog,0.839097,True,Boston bull,0.07879939999999999,True,toy terrier,0.0152434,True
2017-06-22 03:54:17+00:00,877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,17543,75375,doggo,aja,13,10,media,DC5YqoQW0AArOLH,2,Chesapeake Bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True
2017-06-21 15:58:08+00:00,877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3530,21553,floofer,penny,12,10,media,DC20wEcW0AAf59m,1,basset,0.995368,True,Welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False
2017-06-21 00:06:44+00:00,877316821321428993,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",4802,26008,floofer,dante,13,10,media,DCza_vtXkAQXGpC,1,Saluki,0.5099670000000001,True,Italian greyhound,0.0904973,True,golden retriever,0.0794058,True
2017-06-20 16:29:50+00:00,877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,5177,25718,floofer,nelly,12,10,media,DCxyahJWsAAddSC,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
2017-06-19 16:24:33+00:00,876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,3090,19623,pupper,ginger,12,10,media,DCsnnZsVwAEfkyi,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan mastiff,0.08893480000000001,True
2017-06-18 16:57:37+00:00,876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2204,17830,floofer,benedict,13,10,media,DCnll_dUQAAkBdG,1,golden retriever,0.874566,True,Irish terrier,0.0373542,True,chow,0.016723599999999998,True
2017-06-17 16:52:05+00:00,876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",4323,26568,puppo,"venti, a seemingly caffeinated puppoccino",13,10,media,DCiavj_UwAAcXep,1,Bernese mountain dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain dog,0.0949327,True
2017-06-16 16:11:53+00:00,875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",3963,23904,floofer,goose,13,10,media,DCdH8YpUQAAiEbL,1,Labrador retriever,0.799551,True,Chesapeake Bay retriever,0.179975,True,vizsla,0.0046176,True
2017-06-15 00:13:52+00:00,875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,4558,20807,floofer,nugget and hank,13,10,ext_tw_video_thumb,875144175078957056,1,Siberian husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
2017-06-14 16:04:48+00:00,875021211251597312,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,4391,24218,floofer,-,12,10,media,DCSzF3NVoAAPzT4,2,West Highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great Pyrenees,0.0460382,True
2017-06-13 17:29:20+00:00,874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,4298,26447,floofer,cash,12,10,media,DCN85nGUwAAzG_q,1,Labrador retriever,0.836052,True,Staffordshire bullterrier,0.0470691,True,beagle,0.0360071,True
